,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country,author_id,citation,google_scholar_link
933,Yuhui Shi,Evolutionary Trigger Detection and Lightweight Model Repair Based Backdoor Defense,From shortcuts to triggers: Backdoor defense with denoised poe,Southern University of Science,-15.9023955,35.2171321,,,Thyolo,Malawi,xSvAHWgAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=xSvAHWgAAAAJ&hl=en
934,Tianyi Bai,Urbench: A comprehensive benchmark for evaluating large multimodal models in multi-view urban scenarios,Muirbench: A comprehensive benchmark for robust multi-image understanding,Hong Kong University of Science,22.3358031,114.2659088,,Sai Kung District,Hong Kong,China,s3cJW70AAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=s3cJW70AAAAJ&hl=en
935,Jiasi Shen,A survey on large language models for code generation,The rise and potential of large language model based agents: A survey,The Hong Kong University of Science,17.547185,78.572791,Kapra mandal,,Telangana,India,pyLCHy0AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=pyLCHy0AAAAJ&hl=en
936,Yan Zhang,Iam: A comprehensive and large-scale dataset for integrated argument mining tasks,Overview of argumentative text understanding for ai debater challenge,Tencent | NUS | SUTD,42.2942142,-83.7100389,Washtenaw County,Ann Arbor,Michigan,United States,-oIMVnUAAAAJ,"Natural Language Processing and Chinese Computing: 10th CCF International …, 2021",https://scholar.google.com/citations?user=-oIMVnUAAAAJ&hl=en
937,Qin Liu,Mitigating backdoor threats to large language models: Advancement and challenges,Two heads are better than one: Nested poe for robust defense against multi-backdoors,PhD student @ UC Davis,38.5337904,-121.7907544,Solano County,,California,United States,dApKnRkAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=dApKnRkAAAAJ&hl=en
938,SongYang Gao,DSRM: Boost textual adversarial training with distribution shift risk minimization,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,Shanghai AI Lab,42.35092,-71.0783603,Suffolk County,Boston,Massachusetts,United States,O42mLrsAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=O42mLrsAAAAJ&hl=en
939,Dren Fazlija,ACCESS DENIED INC: The First Benchmark Environment for Sensitivity Awareness,SudoLM: Learning Access Control of Parametric Knowledge with Authorization Alignment,L3S Research Center,-16.3293005,-71.5822781,,Cerro Colorado,Arequipa,Peru,lWQHyMoAAAAJ,"arXiv preprint arXiv:2410.14676, 2024",https://scholar.google.com/citations?user=lWQHyMoAAAAJ&hl=en
940,Xuankun Rong,"A survey of safety on large vision-language models: Attacks, defenses and evaluations",Unraveling and mitigating safety alignment degradation of vision-language models,Wuhan University,30.5373581,114.361517,,Hongshan District,Hubei,China,5hrRYs4AAAAJ,"arXiv preprint arXiv:2410.09047, 2024",https://scholar.google.com/citations?user=5hrRYs4AAAAJ&hl=en
941,Sebastian Gehrmann,Nl-augmenter: A framework for task-sensitive natural language augmentation,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Bloomberg LP,40.7618779,-73.9682651,New York County,New York,New York,United States,x6KQCV8AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=x6KQCV8AAAAJ&hl=en
942,Nan Xu,Cognitive overload: Jailbreaking large language models with overloaded logical thinking,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,University of Southern California,34.0218689,-118.2858579,Los Angeles County,Los Angeles,California,United States,iysoxM4AAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=iysoxM4AAAAJ&hl=en
943,Jingyu Hu,Large vision-language model alignment and misalignment: A survey through the lens of explainability,Unraveling cross-modality knowledge conflicts in large vision-language models,University of Bristol,51.4905582,-2.6304825,City of Bristol,Bristol,England,United Kingdom,XLtLn9wAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=XLtLn9wAAAAJ&hl=en
944,Canyu Chen,Combating misinformation in the age of llms: Opportunities and challenges,Secrets of rlhf in large language models part i: Ppo,CS Ph.D. at Northwestern | Visiting Researcher at UC Berkeley,22.3358031,114.2659088,,Sai Kung District,Hong Kong,China,iKfWNy0AAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=iKfWNy0AAAAJ&hl=en
945,Hao Fei,On path to multimodal generalist: General-level and general-bench,Muirbench: A comprehensive benchmark for robust multi-image understanding,National University of Singapore,1.2962018,103.7768977,,Singapore,,Singapore,YGDX46AAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=YGDX46AAAAAJ&hl=en
946,Qinyuan Cheng (程沁源),Scaling of search and learning: A roadmap to reproduce o1 from reinforcement learning perspective,Secrets of rlhf in large language models part i: Ppo,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,nu_iPXAAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=nu_iPXAAAAAJ&hl=en
947,Qiang Gao,Adversity-aware Few-shot Named Entity Recognition via Augmentation Learning,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,China University of Geosciences (Wuhan),30.5253902,114.3938048,,Hongshan District,Hubei,China,Nb8ULVUAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=Nb8ULVUAAAAJ&hl=en
948,Ruoxi Sun,Astute rag: Overcoming imperfect retrieval augmentation and knowledge conflicts for large language models,Unraveling cross-modality knowledge conflicts in large vision-language models,Google,42.35092,-71.0783603,Suffolk County,Boston,Massachusetts,United States,ut1-7LAAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=ut1-7LAAAAAJ&hl=en
949,Xuangou Wu,Exploring the Role of Large Language Models in Cybersecurity: A Systematic Survey,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,Anhui University of Technology,31.8413821,117.2574533,,Baohe District,Anhui,China,94X8pawAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=94X8pawAAAAJ&hl=en
950,Zhangyue Yin,Scaling of search and learning: A roadmap to reproduce o1 from reinforcement learning perspective,Secrets of rlhf in large language models part i: Ppo,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,9gRQqSkAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=9gRQqSkAAAAJ&hl=en
951,Haoran Wang,Position: Trustllm: Trustworthiness in large language models,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,Emory University,33.8004546,-84.3172378,DeKalb County,,Georgia,United States,aEuLcokAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=aEuLcokAAAAJ&hl=en
952,Wei Fu,Is dpo superior to ppo for llm alignment? a comprehensive study,Secrets of rlhf in large language models part i: Ppo,Tsinghua University,40.0022905,116.320963,,Haidian District,Beijing,China,RwcQRrQAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=RwcQRrQAAAAJ&hl=en
953,Zeliang Zhang,Random smooth-based certified defense against text adversarial attack,Plugat: A plug and play module to defend against textual adversarial attack,HUST,48.1764917,23.291166,,,,Ukraine,7nLfsSgAAAAJ,"Proceedings of the 29th International Conference on Computational …, 2022",https://scholar.google.com/citations?user=7nLfsSgAAAAJ&hl=en
954,Ping He,"Navigating the risks: A survey of security, privacy, and ethics threats in llm-based agents",From shortcuts to triggers: Backdoor defense with denoised poe,University College London,51.524203,-0.1330007,,London,England,United Kingdom,yXfYUEEAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=yXfYUEEAAAAJ&hl=en
955,Yanwei Li,"Mme-cot: Benchmarking chain-of-thought in large multimodal models for reasoning quality, robustness, and efficiency",Muirbench: A comprehensive benchmark for robust multi-image understanding,ByteDance,37.3555833,-121.931328,Santa Clara County,San Jose,California,United States,I-UCPPcAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=I-UCPPcAAAAJ&hl=en
956,Shengyao Zhuang,Bridging the gap between indexing and retrieval for differentiable search index with query generation,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,"Postdoctoral Research Fellow, CSIRO",22.6910685,114.207366,,Longgang District,Guangdong Province,China,-7sbXNIAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=-7sbXNIAAAAJ&hl=en
957,Yanghua Xiao (肖仰华),MCiteBench: A Multimodal Benchmark for Generating Text with Citations,Unraveling cross-modality knowledge conflicts in large vision-language models,"Professor of Computer Science, Fudan University",22.8916128,113.4790189,,Nansha District,Guangdong Province,China,odFW4FoAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=odFW4FoAAAAJ&hl=en
958,Chao Du,Benchmarking large multimodal models against common corruptions,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,"Senior Research Scientist, Sea AI Lab",41.6567749,41.6398829,,Batumi,Autonomous Republic of Adjara,Georgia,QOp7xW0AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=QOp7xW0AAAAJ&hl=en
959,Xiaolei Wang,A survey of large language models,Secrets of rlhf in large language models part i: Ppo,"PhD student, Renmin University of China",36.2292085,44.004198,,,,Iraq,aYpLzewAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=aYpLzewAAAAJ&hl=en
960,Nagarajan Natarajan,Provably robust dpo: Aligning language models with noisy feedback,Secrets of rlhf in large language models part i: Ppo,Researcher,41.6567749,41.6398829,,Batumi,Autonomous Republic of Adjara,Georgia,ZBkUp20AAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=ZBkUp20AAAAJ&hl=en
961,Muhao Chen,Sudolm: Learning access control of parametric knowledge with authorization alignment,Mitigating backdoor threats to large language models: Advancement and challenges,University of California,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States,k79yEZkAAAAJ,"2024 60th Annual Allerton Conference on Communication, Control, and …, 2024",https://scholar.google.com/citations?user=k79yEZkAAAAJ&hl=en
962,Juyong Jiang,A survey on large language models for code generation,The rise and potential of large language model based agents: A survey,The Hong Kong University of Science,17.547185,78.572791,Kapra mandal,,Telangana,India,TkpRKfwAAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=TkpRKfwAAAAJ&hl=en
963,Wayne Xin Zhao,Recommendation as instruction following: A large language model empowered recommendation approach,The rise and potential of large language model based agents: A survey,"Professor, Renmin University of China",41.8697203,-87.6704716,Cook County,Chicago,Illinois,United States,JNhNacoAAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=JNhNacoAAAAJ&hl=en
964,Victoria Graf,Two heads are better than one: Nested poe for robust defense against multi-backdoors,From shortcuts to triggers: Backdoor defense with denoised poe,University of Washington,47.6554303,-122.3001692,King County,Seattle,Washington,United States,0arBo88AAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=0arBo88AAAAJ&hl=en
965,Wenjie Jacky Mo,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,From shortcuts to triggers: Backdoor defense with denoised poe,University of California,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States,7hvu1ZQAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=7hvu1ZQAAAAJ&hl=en
966,Changqiao Xu,SecFFT: Safeguarding Federated Fine-Tuning for Large Vision Language Models against Covert Backdoor Attacks in IoRT Networks,From shortcuts to triggers: Backdoor defense with denoised poe,Telecommunications,-30.405844,27.7075546,,,Quthing District,Lesotho,43GgIzkAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=43GgIzkAAAAJ&hl=en
967,Zixuan Zhou,A survey on efficient inference for large language models,The rise and potential of large language model based agents: A survey,Master,-0.1491942,31.87453,,,Kalungu,Uganda,iIrXDM8AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=iIrXDM8AAAAJ&hl=en
968,Rui Zheng,Detecting adversarial samples through sharpness of loss landscape,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,7Z0V_SoAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=7Z0V_SoAAAAJ&hl=en
969,Yuxia Wang,Can machines resonate with humans? evaluating the emotional and empathic comprehension of lms,Monotonic paraphrasing improves generalization of language model prompting,MBZUAI,32.0565957,118.7740883,,Gulou District,Jiangsu,China,8MshEYoAAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 9861–9877, 2024",https://scholar.google.com/citations?user=8MshEYoAAAAJ&hl=en
